,met_id,cluster,distance,polarity,target_group,target_ppto,target_word,source_image_schema_group,source_word,llm_expl,sentence
2188,64f45e18-5b2f-4574-b34c-84410e316110_117_17_19,69,0.5430604027709691,left,Power Dynamics.,thing,world,other,show,"The verb 'show' is used metaphorically to characterize the target noun 'world' by describing the world's behavior as if it were a puppet. This transcends the literal action of displaying something physically, instead conveying a conceptualized state where the world is portrayed as being controlled or manipulated, akin to puppetry.","'In fact, Guillermo del Toro has said that, to me, it was important to show a world where everybody behaves like a puppet and obeys.'"
337,d71c6e12-1d4a-11f0-953a-477923aed071_49_13_11,69,0.5453402704857861,left,Politics,thing,regime,other,showing,"The verb 'showing' is used metaphorically to personify the regime, attributing a human action (showing) to an abstract concept (regime). This implies the regime is actively demonstrating its disastrous state, transcending its literal meaning of physically displaying something.","'As Donald Trump's failures continue to mount, as his regime is showing what an utter disaster it is, Donald Trump's plan now is what his plan usually always is, which is just attack the data.'"
117,205cf4e6-f82d-11ee-9742-8fe73dcf2196_182_1_0,69,0.5601243800392313,right,Conspiracies.,thing,That,other,shows,"The verb 'shows' is used metaphorically to attribute the action of demonstrating evidence to the abstract noun 'That'. Since 'That' is not a physical entity capable of performing a physical action, the verb transcends its literal meaning to convey that 'That' serves as evidence of coordination, implying a metaphorical 'demonstration' of an abstract concept.",'That shows how coordinated this is.'
7089,10672768-1932-4440-9494-b3cd0026c419_391_17_18,69,0.5796131096464784,right,Public.,person,everybody,other,shows,"The verb 'shows' is used metaphorically to convey that Khamenei's action of visiting Russia reveals an underlying truth about his role as an agent of Russians. This transcends the literal physical act of displaying something, instead implying a hidden intention or concealed identity, which is a metaphorical use of the verb.","'And right now when Khamenei, the supreme leader, wants to go to Russia, that shows everybody he was the agent of Russians all these years.'"
6526,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_5_15_17,69,0.6030787597779455,right,Urban Areas,place,home,other,show,"The verb 'show' is used metaphorically to characterize 'home' by implying that the show serves as a place of belonging or shelter, transcending its literal meaning of displaying or exhibiting. The metaphorical aspect lies in attributing the function of a 'home' to the 'show,' which is not a physical action but a conceptual extension.","'The election season has started, and I'm so honored you've made this show your home.'"
118,3bdc5bfd-9705-46fd-99d7-b2360117c606_112_20_1,69,0.6180194538158382,right,Voter Groups',thing,majority,other,showing,"The verb 'showing' is used metaphorically to characterize the target noun 'majority' by implying that the majority's state or characteristics are being revealed or demonstrated through the stats, rather than describing a direct physical action. The verb transcends its literal meaning of physically displaying something to convey an abstract process of revealing information about the majority.","'The majority of this country, because every stat coming out on the people willing to self-reflect are showing these stats.'"
3914,b596eadb-5fb6-493c-bad0-aee500175236_94_12_15,69,0.658392227568041,right,Leadership,thing,spine,other,show,"The verb 'show' is used metaphorically to characterize the target noun 'spine' as a metaphor for courage or resolve. The phrase 'show a little spine' employs the source verb 'show' to depict the display of a non-physical quality (courage), transcending its literal meaning of physically displaying something.","'So we might as well call them out on their threat and show a little spine and a little backbone, and she better follow through on the promise to make that visit.'"
1394,e31bccb2-7587-11ec-ba64-9f837eadd43c_140_20_19,69,0.6620900535437795,right,Politics,thing,that,spatial motion,showed,"The verb 'showed' is used metaphorically here. The data, being an abstract concept, cannot physically 'show' anything. The verb attributes a human action (showing) to the data, implying that the data acted as an active agent to reveal information, which transcends its literal meaning of presenting visual evidence.","'He remains locked out of his Twitter account for sharing Australian government data, government data, government data that showed overall deaths jumped after the country, which largely avoided the first wave of COVID authorized vaccines last year.'"
3687,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_53_13_14,69,0.6640917233901569,left,Leadership,thing,weakness,other,showing,"The verb 'showing' is used metaphorically to describe the abstract concept of 'weakness' as if it were a tangible quality that can be displayed. Here, 'showing weakness' implies Trump is demonstrating a lack of strength or resolve in a political context, transcending the literal physical action of displaying something. The metaphorical aspect lies in attributing a behavioral trait (weakness) to an entity (Trump) through the verb, which does not directly correspond to a physical action.",'and world leaders are asserting strength against donald trump and donald trump is showing weakness by the way make sure you hit subscribe to our youtube channel right now the midas touch network is on its way to six million subscribers we just started building out our washington dc bureau you've seen our partnership with status quo with cameramen on the ground reporters on the ground in minneapolis make sure you subscribe right now you may think you're subscribed but you may not actually be subscribed French President Emmanuel Macron posted the following.'
4110,b2af3699-003d-4e37-9b4a-bb76770dbc33_141_34_37,69,0.6859921860899593,right,Leadership,thing,grace,other,shown,"The verb 'shown' is used metaphorically to characterize 'grace' as a quality rather than a physical action. 'Grace' here represents composure or kindness, not a tangible entity, and 'shown' indicates the demonstration of this abstract quality, transcending its literal meaning of displaying something visible.","'I want to underscore how truly effective Sarah has been in talking with her colleagues, first in the legislature, the state legislature in Delaware, now in Congress, and you have shown... immense grace in the face of attacks, even from your fellow members of Congress.'"
3302,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_308_14_12,70,0.3677705016597042,right,U.S. Congress,organization,it,other,say,"The verb 'say' is used metaphorically to personify the target noun 'it' (likely referring to a non-human entity, such as a system or policy) by attributing the human action of speaking to it. This transcends its literal meaning of physically uttering words and instead gives the entity the capacity to communicate, which is a form of personification.","'It could abolish the district courts all over the country, and it can say, we don't have any more district courts.'"
980,63e3cb5e2b0e2f0011270e5c_437_12_11,70,0.42436987848877683,left,Media,thing,chat,other,says,"The verb 'says' is used metaphorically to attribute speech to the noun 'chat,' which is not a person or entity capable of literal speech. This personification of 'chat' as an active speaker transcends its physical action, implying that the chat platform or concept is 'saying' something, which is a metaphorical extension beyond its literal function.",'So I'm gonna go do a couple more super chat says Lenny boy on super chat says TYT saved me from right wing radicalization.'
2858,13b33b9c-d276-11ee-9b50-07cb70f0898b_21_1_0,70,0.4312343907237864,left,Media}.,thing,It,other,says,"'Says' is applied to 'It', a pronoun that likely refers to a non-human entity (e.g., a text, system, or object). The verb 'says' typically describes human speech, but here it is used metaphorically to attribute human-like communication to an inanimate entity, constituting personification.","'It says, message from President Trump.'"
1688,287822c0-4282-11ed-8363-cb83fa110de1_325_29_30,70,0.4427279222101763,left,Public Demonstrations,thing,anything,other,say,"The verb 'say' is used metaphorically to describe the ability to express oneself or communicate, rather than the physical act of speaking. The phrase 'say anything' implies a lack of opportunity or capacity to articulate thoughts, transcending the literal action of uttering words.","'And so, you know, if this rally is supposed to give her a platform, I mean, she barely spoke and barely had any time to say anything.'"
5768,95b4c966-203b-4217-bc66-d83052b0cd99_58_26_24,70,0.46671543700134904,left,Citizens,person,we,other,say,"The verb 'say' is used metaphorically to represent the group's assertion or claim about the state of the 'level playing field.' Instead of describing a physical act of speaking, it conveys the conceptual idea of 'we' (as a collective) expressing a belief or perspective, which is a metaphorical extension of the verb's original meaning.",'So we have to keep doing this and we have to figure out how to fix it so that the level playing field that we always say we have but we don't is truly level.'
2192,97e645d8-eba8-11f0-a898-3b712b89e31f_114_5_4,70,0.4694818691720855,left,Venezuela's Government Supporters',person,we,other,say,"The verb 'say' is used metaphorically here to introduce a rhetorical suggestion or framing device, rather than describing a literal physical action. The phrase 'shall we say' functions as a way to soften or rephrase the statement about Nicolas Maduro's retrieval, employing 'say' to convey a tone of suggestion rather than direct assertion.","'His retrieval, shall we say, to put it in mild terms, of Nicolas Maduro.'"
1912,64f45e18-5b2f-4574-b34c-84410e316110_233_2_1,70,0.48709672130775694,left,Policy Challenges.,thing,nothing,other,says,"'Says' is used metaphorically here by attributing the action of verbal communication to 'nothing,' which is an abstract concept incapable of literal speech. This personification of 'nothing' as a speaker extends the verb's original meaning beyond its physical action, employing metaphor to convey the idea that 'nothing' symbolically represents the absence of a solution or guidance.",'Because nothing says the way to stop killing babies is to kill the adults who are going to kill the babies first.'
6244,287822c0-4282-11ed-8363-cb83fa110de1_85_5_2,70,0.5006992465736887,left,Media,organization,they,other,say,"The verb 'say' is used metaphorically to personify CNN, attributing a human action (speaking) to a non-human entity (the media organization). This transcends its literal meaning of physically uttering words, instead implying CNN's behavior or communication style metaphorically.","'CNN, they don't say anything.'"
2091,9a612080-75f3-485d-b082-63da8a572adb_67_1_0,70,0.5108120310620349,left,Politics,thing,Constitution,other,says,"'Says' is used metaphorically here to attribute the action of speaking to the Constitution, a non-human entity. The verb transcends its literal meaning of verbal communication by implying that the Constitution's text 'speaks' as a legal authority, personifying the document to convey its authoritative statements.","'Constitution says, Amendment 14, Section 3, that if you participate in an insurgency or a rebellion and you've taken an oath as a member of Congress and you've participated in this war, if you've given aid and comfort to those who are trying to promote and participate in an insurgency, you are not allowed to take your seat in the Congress or to hold any public office in this country.'"
3724,3bdc5bfd-9705-46fd-99d7-b2360117c606_286_5_3,70,0.5112129744845701,right,Public,person,public,other,said,"The verb 'said' is used metaphorically to attribute a human action (speaking) to the abstract target noun 'public,' which is not a physical entity capable of speech. This personification transcends the literal meaning of 'said' by implying the public as a collective entity expressing opinions, which is a metaphorical extension.","'And the American public has said, we're not listening to it, we're not watching it, and we're also not voting for your candidate.'"
1747,b596eadb-5fb6-493c-bad0-aee500175236_140_14_10,70,0.5555231384397114,right,Other,organization,School,force,saying,"The verb 'saying' is used metaphorically to personify the Wharton School of Business, attributing a human action (speaking) to an abstract entity (school). This transcends its literal meaning of physically uttering words, instead representing the school's expressed position or statements.","'For example, if you look at what the Wharton School of Business is saying, UPenn, And by the way, it's a joke that they call it the Inflation Reduction Act of 2022 because it does anything but help inflation.'"
5564,cf6660da-d345-48f8-a598-24311470f88d_41_11_12,70,0.5652377697383334,left,Institutional Frameworks,thing,something,force,saying,"The verb 'saying' is used metaphorically to personify the Catholic Church, attributing a human action (speaking) to an organization, which transcends its literal meaning of physically uttering words.","'Why isn't the Catholic Church standing up for itself, saying something about this?'"
555,cc04eafc-ab03-11ec-82cc-631625b14811_409_3_2,70,0.5748865690650694,right,Politics,thing,that,other,said,"The verb 'said' is used metaphorically here to denote the act of making a statement or conclusion, rather than referring to a literal physical action of speaking. The phrase 'with that said' functions as a discourse marker, indicating a transition or summary, which transcends the verb's literal meaning of verbal communication.","'But with that said, we have other command centers around the world.'"
1819,cf6660da-d345-48f8-a598-24311470f88d_191_6_5,70,0.5839553560671344,left,Catholic Communities,person,me,other,say,"The verb 'say' is used metaphorically here. Literally, 'say' refers to the physical act of speaking words. However, in the context of 'say 10 rosaries,' the verb is applied to an object (rosaries) and implies the act of reciting prayers, which is a metaphorical extension of 'say' to describe a spiritual or ritualistic action rather than a physical one.",'He's going to make me say 10 rosaries as my penance.'
3095,9a612080-75f3-485d-b082-63da8a572adb_247_3_0,70,0.5839772128940696,left,Citizens',person,I,other,say,"The verb 'say' is used metaphorically here to indicate the speaker's hesitant or cautious stance rather than describing a physical act of speaking. The phrase 'I wouldn't say...' functions as a way to express reluctance to make a definitive statement, transcending the literal meaning of 'say' as a physical action.","'I wouldn't say we're in good hands tonight, but we're in about as good a hands as you can get in this country right now.'"
2877,63e3cb5e2b0e2f0011270e5c_393_12_13,71,0.2738543271512995,left,Conspiracies,thing,it,other,cover,"The verb 'cover' is used metaphorically to describe the act of reporting on or addressing a subject (likely a news story or issue), rather than a physical action of covering something. The metaphorical aspect lies in extending the source verb's meaning from physical coverage to conceptual coverage in media or communication.","'Even we couldn't cover it, none of the networks will cover it.'"
6023,3bdc5bfd-9705-46fd-99d7-b2360117c606_70_13_10,71,0.31086192114053585,right,Political Commentators',person,we,spatial motion,covering,"The verb 'covering' is used metaphorically to describe the act of reporting on or discussing a story, extending its original meaning of physical coverage to a non-physical action. Here, 'covering' signifies the journalistic activity of following and reporting on an event, which transcends its literal physical action.","'Then, of course, we have this story that we've been covering all day, which I find quite entertaining, how liberal women are going on a sex strike because Donald Trump has won.'"
2863,63e3cb5e2b0e2f0011270e5c_394_4_5,71,0.33051413153247516,left,Politics,thing,it,other,cover,"The verb 'cover' is used metaphorically to describe the act of reporting or addressing a news story. In this context, 'cover' does not refer to a physical action of covering an object but rather to the media's role in reporting on an event or issue, which is a conceptual metaphor extending the literal meaning of the verb.",'No other outlet will cover it if it's at the same time as the Republican response.'
1649,287822c0-4282-11ed-8363-cb83fa110de1_30_4_5,71,0.3579267210668475,left,Politics,thing,it,other,cover,"The verb 'cover' is used metaphorically to describe the act of reporting on or addressing the target noun 'it' (the dangers and existential threat). Literally, 'cover' implies a physical action of placing something over another, but here it refers to media coverage, which is a conceptual metaphor for engaging with or discussing an issue.","'And the reason we cover it here is that we don't believe that we, as pro-democracy media, should cover our eyes to the dangers and existential threat that exists.'"
631,287822c0-4282-11ed-8363-cb83fa110de1_27_65_62,71,0.3591279802740859,left,Media Professionals.,person,we,spatial motion,covering,"The verb 'covering' is used metaphorically to describe the action of 'we' as reporters or observers following and documenting the events (rallies). The literal meaning of 'covering' relates to physical coverage, but here it signifies the act of reporting on or following a story, which transcends its original physical action.","'And this one is in Warren, Michigan, before a very small crowd of less than 3,500, the maximum capacity at the community college gymnasium in Warren, Michigan, where this held capacity is 3500 but based on the seating arrangement it looked to be under 2000 perhaps slightly more but a very small crowd at warren michigan and we've been covering these traveling fascist cosplay circus rallies that trump and the mega republicans host you could go back and check the one we did in Wilkes-Barre, Pennsylvania.'"
1644,287822c0-4282-11ed-8363-cb83fa110de1_30_21_14,71,0.36708027986894126,left,Media Professionals',person,we,other,cover,"The verb 'cover' is used metaphorically to describe the action of pro-democracy media reporting on or addressing an issue, rather than referring to a physical act of covering something. This usage transcends the literal meaning of 'cover' (e.g., physically concealing) and instead conveys the abstract concept of journalistic coverage.","'And the reason we cover it here is that we don't believe that we, as pro-democracy media, should cover our eyes to the dangers and existential threat that exists.'"
624,287822c0-4282-11ed-8363-cb83fa110de1_27_65_71,71,0.37881723255770383,left,Public Demonstrations,thing,rallies,spatial motion,covering,"The verb 'covering' is used metaphorically to describe the act of reporting on or providing news coverage of the rallies, rather than referring to a physical action of covering a surface. It transcends its literal meaning to signify media or journalistic coverage of events.","'And this one is in Warren, Michigan, before a very small crowd of less than 3,500, the maximum capacity at the community college gymnasium in Warren, Michigan, where this held capacity is 3500 but based on the seating arrangement it looked to be under 2000 perhaps slightly more but a very small crowd at warren michigan and we've been covering these traveling fascist cosplay circus rallies that trump and the mega republicans host you could go back and check the one we did in Wilkes-Barre, Pennsylvania.'"
1925,2adbf0e2-f1d8-11f0-b2d6-e3a0b13b9b1b_273_7_2,71,0.3788266549963196,left,Public,person,they,other,covered,"The verb 'covered' is used metaphorically to describe 'they' (referring to news stories or events) as being addressed or reported on in the media. The action of 'covering' here does not denote a physical act but rather the conceptualization of news coverage, which is a non-literal extension of the verb's original meaning.","'I know they're not getting extensively covered elsewhere, but it's critical that we know what's going on across the world right now.'"
5992,3bdc5bfd-9705-46fd-99d7-b2360117c606_70_13_15,71,0.39256320545494444,right,Media',thing,day,spatial motion,covering,"The verb 'covering' is used metaphorically to describe the act of reporting or discussing the story throughout the day, rather than referring to a physical action of covering the day. It represents the ongoing journalistic activity of covering news, which transcends its literal meaning of physical coverage.","'Then, of course, we have this story that we've been covering all day, which I find quite entertaining, how liberal women are going on a sex strike because Donald Trump has won.'"
1072,63e3cb5e2b0e2f0011270e5c_11_11_12,71,0.4366503523427806,left,Other,place,State,spatial motion,covering,"The verb 'covering' is used metaphorically here to describe the act of reporting on or discussing the 'State of the Union' as part of their media role. The verb transcends its literal meaning (physically placing something over another) to convey a conceptual action of providing coverage or commentary on a political event, personifying the target noun 'State' as an entity requiring coverage.","'All right, back on TYT, Cenk Uyguran and Kasperian covering State of the Union.'"
4180,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_103_2_9,71,0.4714813176553895,right,Conspiracies',thing,meeting,other,cover,"The verb 'cover' is used metaphorically to describe the act of addressing or handling the discussion of the meeting, rather than a physical action of covering it. It conveys the idea of managing or reporting on the meeting, which transcends its literal meaning of physically placing something over another object.","'I'll cover Kalimnick and Trump Tower, the meeting again tomorrow, too, because they brought it up again today, despite the fact I've already debunked this a thousand times about Constantine Kalimnick and Manafort and the Trump Tower meeting.'"
1064,63e3cb5e2b0e2f0011270e5c_16_8_9,71,0.48559498629887204,left,Politics,thing,it,other,cover,"The verb 'cover' is used metaphorically to describe the act of addressing or discussing the target noun 'it' (likely an issue or topic). The verb transcends its literal meaning of physically covering something, instead implying handling or engaging with the subject abstractly, which is a common metaphorical extension of the verb.","'So thank you, because very few people cover it.'"
64,e8ec7bcb-06ae-47c3-adfd-09176416ff2a_5_2_3,71,0.4947165847592128,left,Media,organization,it,spatial motion,covering,"The verb 'covering' is used metaphorically to describe handling or managing responsibilities ('it all') rather than a physical action. It signifies overseeing tasks or duties, which transcends its literal meaning of physically covering something.","'And me covering it all, plus running the White House Correspondents Association.'"
4389,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_305_17_16,71,0.6015899298748469,right,Institutional Frameworks.,thing,that,other,covers,"'Covers' is used metaphorically to describe the scope of the injunction's application, extending beyond its physical meaning. The verb does not refer to a literal act of covering but rather signifies the legal jurisdictional reach of the injunction over the district and circuit.",'They can pass a statute saying a district court has jurisdiction only to grant an injunction that covers his district to his circuit.'
1638,287822c0-4282-11ed-8363-cb83fa110de1_30_21_23,71,0.625889307807166,left,Media}.,thing,eyes,other,cover,"The verb 'cover' is used metaphorically to describe the action of 'ignoring' or 'being unaware' of dangers, rather than referring to the physical act of placing something over the eyes. The metaphorical use extends 'cover' beyond its literal meaning to convey deliberate avoidance of awareness.","'And the reason we cover it here is that we don't believe that we, as pro-democracy media, should cover our eyes to the dangers and existential threat that exists.'"
2447,2b0054b4-ecea-44a4-855f-b3b6000e929c_175_2_0,72,0.3099812268830405,right,Citizens',person,You,force,empower,"The verb 'empower' is used metaphorically to convey the abstract concept of granting someone the ability to influence or transform a life, transcending its literal physical action of providing tangible power.",'You'll empower a life and change the world.'
2149,b75ea1be-17e0-11ef-a17e-bb3416e4183b_6_12_13,72,0.3355858500830092,left,Other.,person,doers,force,empower,"The verb 'empower' is used metaphorically to describe the effect of the product on 'doers'. It implies enabling or supporting their actions metaphorically, rather than describing a physical action of transferring power.","'I'm Will and I created IQ Bar Plant Protein Bars to empower doers like you with clean, delicious, low-sugar brain and body fuel.'"
5722,2b0054b4-ecea-44a4-855f-b3b6000e929c_204_21_20,72,0.37066857494366157,right,Power Dynamics,thing,Radios,force,empowers,"The verb 'empowers' is used metaphorically here. While 'empower' literally means to give someone power, in this context, it attributes a functional capability to 'Radios' (a tool) that transcends its physical action. The radios themselves do not physically 'empower' the user; instead, they enable control through their functionality, which is a metaphorical extension of the verb's meaning to describe the effect of the product on the user's ability to act.","'Now, whether you're coordinating rescue teams, ensuring family safety, or just managing community response, Rapid Radios empowers you to stay in control.'"
1543,2b0054b4-ecea-44a4-855f-b3b6000e929c_175_2_4,72,0.38663450666534116,right,Other,thing,life,force,empower,"The verb 'empower' is used metaphorically to describe giving 'life' (a non-physical entity) the capacity to effect change, which transcends its literal meaning of granting authority to an entity capable of action. Here, 'empower' personifies 'life' by attributing it agency, which is not a physical action but a conceptual metaphor.",'You'll empower a life and change the world.'
593,95979075-4c7d-4001-8052-b3ca00215593_214_3_5,72,0.39997417688918185,right,Other,person,child,force,empower,"The verb 'empower' is used metaphorically to describe giving the child the capacity or authority to take action against poverty. This transcends its literal meaning of providing physical power, instead implying a conceptual or abstract ability to influence change, which is not a direct physical action.",'And you can empower a child just like Lucy to break free from poverty.'
4011,3bdc5bfd-9705-46fd-99d7-b2360117c606_194_21_20,72,0.4102926101544093,right,Networks,thing,Radios,force,empowers,"The verb 'empowers' is used metaphorically here. It attributes a human-like action (granting power) to the inanimate target noun 'Radios,' transcending its literal meaning of physically enabling someone. The metaphorical aspect lies in implying that the radios provide functional control or authority, rather than describing a direct physical interaction.","'Now, whether you're coordinating rescue teams, ensuring family safety, or just managing community response, Rapid Radios empowers you to stay in control.'"
3131,8ab20af6-746b-42e5-b500-b22f002135ae_215_21_20,72,0.4181636538817479,right,Influence,thing,Radios,force,empowers,"The verb 'empowers' is used metaphorically to describe how 'Radios' enable the user to exert control. Literally, 'empowers' refers to granting authority or power, which is not a physical action of the radios. Instead, it abstractly conveys the radios' functional effect of facilitating control, transcending their literal operational mechanisms.","'Now, whether you're coordinating rescue teams, ensuring family safety, or just managing community response, Rapid Radios empowers you to stay in control.'"
3655,97e645d8-eba8-11f0-a898-3b712b89e31f_54_13_14,72,0.4189034404115141,left,Other,person,doers,force,empower,"The verb 'empower' is used metaphorically to describe the action of providing energy or strength to 'doers', which transcends its literal meaning of granting authority. Here, 'empower' figuratively represents the act of supplying physical fuel (protein bars) to enhance the capabilities of 'doers', personifying the product as a source of power rather than describing a direct physical action.","'I'm Will, and I created IQ Bar plant protein bars to empower doers like you with clean, delicious, low-sugar brain and body fuel.'"
1175,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_213_3_5,72,0.4314697878247675,right,Other,person,child,force,empower,"The verb 'empower' is used metaphorically to describe the abstract action of providing the child with the means or confidence to take action against poverty. It transcends its literal meaning of granting physical authority or power, instead conveying an enabling influence on the child's ability to effect change.",'And you can empower a child just like Lucy to break free from poverty.'
4952,3bdc5bfd-9705-46fd-99d7-b2360117c606_239_2_0,72,0.4342038426421119,right,Citizens,person,You,force,empower,"The verb 'empower' is used metaphorically to convey the idea of giving 'a life' (as in a person's life or existence) the capacity to effect change, which transcends its literal meaning of granting physical or tangible power. This usage personifies 'a life' as an entity that can be influenced or activated, rather than describing a direct physical action.",'You'll empower a life and change the world.'
946,64f45e18-5b2f-4574-b34c-84410e316110_144_17_18,72,0.4368425945364169,left,Other,person,you,force,empower,"The verb 'empower' is used metaphorically to describe the effect of the resources on 'you'. It transcends its literal meaning of granting physical power, instead conveying the abstract idea of enabling success through knowledge and support. The metaphorical aspect lies in characterizing the action of providing help as empowering, which involves conceptual equivalence rather than a direct physical action.","'More than that, they offer 24-7 help and an extensive business course library to empower you to succeed.'"
6651,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_245_21_20,72,0.45463952746763014,right,Networks,thing,Radios,force,empowers,"The verb 'empowers' is used metaphorically to attribute the effect of granting control to the target noun 'Radios.' Radios, as physical devices, do not literally 'empower' someone through a physical action. Instead, the verb metaphorically conveys that the radios enable or facilitate the user's ability to stay in control, transcending their literal function as communication tools.","'Now, whether you're coordinating rescue teams, ensuring family safety, or just managing community response, Rapid Radios empowers you to stay in control.'"
4549,3bdc5bfd-9705-46fd-99d7-b2360117c606_46_4_5,72,0.5763645437082789,right,Women Who Have Faced Discrimination,person,themselves,force,empowering,"The verb 'empowering' is used metaphorically to describe the process of gaining influence or power, which transcends a physical action. It characterizes 'themselves' as actively taking steps (e.g., collective action, advocacy) to assert agency, rather than describing a literal act of transferring power.",'And this is women empowering themselves in light of Donald Trump's election.'
3113,469d94c6-769a-4c8b-b37b-b2a6001b7d9b_327_8_9,72,0.6535864310647711,right,Presidential Administration',person,him,force,empowered,"The verb 'empowered' is used metaphorically to convey granting authority or power to 'him,' which transcends a physical action. It represents an abstract conceptualization of bestowing capability, not a literal physical act.",'We have a duly elected president who's empowered him to do so.'
3347,287822c0-4282-11ed-8363-cb83fa110de1_402_8_10,72,0.6647683857646196,left,Voters.,person,you,force,powered,"The verb 'powered' is used metaphorically to personify 'you' as an energy source, transcending its literal meaning of supplying physical energy. It metaphorically conveys that 'you' are the driving force or motivation, rather than describing a tangible physical action.",'And so we're fueled by democracy and powered by you.'
1681,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_179_3_4,72,0.686707670162686,right,Other,person,enemies,force,powered,"The verb 'powered' is used metaphorically to describe 'enemies' by implying they are driven or characterized by a powerful force (nuclear energy), rather than literally describing a physical action of providing power. This transcends the verb's literal meaning, personifying the enemies as entities propelled by an energy source, which is a metaphorical conceptualization.","'How nuclear-powered enemies of the United States, including China, setting up a military base in Cuba.'"
747,64f45e18-5b2f-4574-b34c-84410e316110_209_20_21,73,0.29205391345532217,left,Conspiracies,thing,this,other,stop,"The verb 'stop' is used metaphorically to convey the idea of preventing an ongoing action or situation (referenced by 'this') from continuing. The verb transcends its literal physical action (e.g., halting movement) to signify intervention against an abstract concept, aligning with metaphorical use to describe stopping a process or problem.","'Check this out and let's all figure out what we've got to do to support these organizations to stop this, to fight it.'"
859,64f45e18-5b2f-4574-b34c-84410e316110_216_3_4,73,0.32460831405087365,left,Policy Challenges,thing,this,other,stop,"The verb 'stop' is used metaphorically to describe the action of preventing 'this' from occurring, transcending its literal physical meaning. Here, 'stop' refers to halting a process or situation rather than a tangible action, implying a conceptual or abstract intervention.","'See, to stop this, this won't happen on its own.'"
1946,b1c9b328-b481-11ee-be0e-db459aa16660_76_4_6,73,0.3434850506200611,right,Republicans,person,Trump,other,stop,"The verb 'stop' is used metaphorically to describe the abstract action of halting Donald Trump's campaign, rather than a physical act of stopping. It transcends its literal meaning (e.g., physically preventing movement) to signify preventing the continuation of an action or process, which is a metaphorical extension of the source verb.",'That's how to stop Donald Trump and his white Christian campaign.'
6237,661d9866-4392-4ad4-9fbe-b06000015ba6_354_6_5,73,0.3511549557041557,right,Capitol Riot Participants,person,you,other,stop,"The verb 'stop' is used metaphorically to describe the cessation of a non-physical action or behavior associated with the target noun 'you'. It does not refer to a literal physical halt but rather implies a metaphorical boundary or limit in conduct, transcending its literal meaning of halting movement.","'I mean, where do you stop?'"
5831,0e5efcaa-8b85-11ed-95fd-3fc9ab0ea880_305_3_1,73,0.4019391610115224,right,Citizens',person,we,other,stop,"The verb 'stop' is used metaphorically to implore 'we' to cease the action of overgeneralizing. It transcends its literal meaning of physical halting by personifying 'we' as agents performing the action (overgeneralizing) and requiring them to halt it, rather than describing a tangible movement.",'Can we please stop with this overgeneralizing?'
301,2b0054b4-ecea-44a4-855f-b3b6000e929c_70_5_7,73,0.4225053581463826,right,Legal and Social Issues',thing,spread,other,stop,"The verb 'stop' is used metaphorically to describe halting the abstract process of 'spread' (the dissemination of antisemitism), rather than referring to a physical action. The metaphorical aspect lies in applying a verb that typically denotes a tangible cessation to an intangible, ongoing process.",'Your government did nothing to stop the spread of antisemitism in Australia.'
1287,d8eeeaa4-3866-4b04-a911-bdf79b88f199_146_24_26,73,0.4306998253887474,right,Legal Cases,thing,terminations,spatial motion,halted,"The verb 'halted' is used metaphorically to describe the stopping of abstract processes ('terminations') rather than a physical action. The term 'halted' typically refers to physically stopping movement, but here it is applied to the suspension of administrative decisions, which is a conceptual metaphor rather than a literal physical action.","'When the Department of Homeland Security announced TPS terminations for Venezuelans for 2021 and 2023 designations, that also had court challenges that temporarily halted those terminations.'"
6915,10672768-1932-4440-9494-b3cd0026c419_105_8_9,73,0.4556020331318661,right,Public.,person,people,other,stop,The verb 'stop' is used metaphorically to characterize 'people' by implying the prevention of their action (renting apartments) rather than describing a physical halt. The verb transcends its literal meaning of halting movement to convey an abstract concept of obstructing an economic activity.,"'Government rent control, it's going to stop people from renting apartments because they're not going to be able to profit.'"
392,3bdc5bfd-9705-46fd-99d7-b2360117c606_539_29_26,73,0.47007678366482886,right,Capitol Riot Participants',person,she,other,stop,"The verb 'stop' is used metaphorically to describe the continuation of an abstract action ('supporting') rather than a physical halt. The phrase 'won't stop supporting' implies persistence in an ongoing behavior, transcending the literal meaning of 'stop' as halting a physical action.","'She never had to explain why she said the rioters in 2020, 574 of them, won't stop, shouldn't stop, and she won't stop supporting them.'"
6582,9a612080-75f3-485d-b082-63da8a572adb_150_1_0,73,0.4789687648786394,left,Democrats,person,We,force,stopped,"The verb 'stopped' is used metaphorically to describe the action of halting a metaphorical entity ('the red wave'), which represents a surge or movement (e.g., a political or social trend). The verb transcends its literal meaning of physically halting motion and instead conveys an abstract conceptualization of stopping an intangible phenomenon.",'We stopped the red wave.'
